teks,akurasi,kualitas,pelayanan,pengemasan,harga,pengiriman,s_akurasi,s_kualitas,s_pelayanan,s_pengemasan,s_harga,s_pengiriman
"ok sesuai iklan,, tp obeng (+) kecil nya kurang lengkap gk ada yng cocok buat hp saya dan bnyak yang sama obengnya",1,1,0,0,0,0,positif,negatif,-,-,-,-
Harga murah paket kumplit kualitas bagus,0,1,0,0,1,0,-,positif,-,-,positif,-
Sesuai dengan penjelasan deskripsi di lapak... Sangat menjamin barangnya... Thanks,1,0,0,0,0,0,positif,-,-,-,-,-
Barang bagus sesuai gambar dan saya suka sekali,1,1,0,0,0,0,positif,positif,-,-,-,-
Barang sesuai pesanan dan cepat sampai.,1,0,0,0,0,1,positif,-,-,-,-,positif
sesuai pesanan.. thanks semoga awet,1,0,0,0,0,0,positif,-,-,-,-,-
Barang sudah dicoba dan berfungsi namun knapa gak ada talinya seperti di gambar ya ?,1,0,0,0,0,0,negatif,-,-,-,-,-
cepat dan packing ok.. thx eugenia fortunate,0,0,0,1,0,1,-,-,-,positif,-,positif
Beberapa ada yang tipis banget. Kurang kuat untuk memotong jempol kaki,0,1,0,0,0,0,-,negatif,-,-,-,-
Bagus sesuai pesanan harga terjangkau,1,1,0,0,1,0,positif,positif,-,-,positif,-
barang bagus paking oke mksh gaaaan sukses selalu,0,1,0,1,0,0,-,positif,-,positif,-,-
"Produk sesuai, kiriman oke, kemasan barang oke",1,0,0,1,0,1,positif,-,-,positif,-,positif
"barang sesuai deskripsi & ori, semoga awet. bintang cuma 3 soalnya pelayanan kurang, nanya ga direspon sama sekali & waktu dr pemesanan ke pengiriman lama bgt. bagi yg mau beli harap sabar",1,1,1,0,0,0,positif,positif,negatif,-,-,-
kualitas kurang,0,1,0,0,0,0,-,negatif,-,-,-,-
Barang sesuai dengan yg dipesan.,1,0,0,0,0,0,positif,-,-,-,-,-
"pengiriman cepet, mantap",0,0,0,0,0,1,-,-,-,-,-,positif
barang sesuai pesanan terimakasih,1,0,0,0,0,0,positif,-,-,-,-,-
"Buat yang suara headsetnya gk enak, silahkan set lagi sendiri ekualisernya,awalnya punyaku juga gk enak, tpi udh aku set jadi enak banget, barang lumayan bagus lah",0,1,0,0,0,0,-,positif,-,-,-,-
harga murah dan kualitas kurang tapi yang paling penting fungsi nya.,0,1,0,0,1,0,-,negatif,-,-,positif,-
"Barang cepat sampai, sesuai pesanan, oke deh pokok nya",1,0,0,0,0,1,positif,-,-,-,-,positif
Kecil tp cukup utk kebutuhan mencari barang2 kecil di rmh. Utk aktifitas outdoor perlu lebih gede. Recomended seller dah...,0,1,0,0,0,0,-,positif,-,-,-,-
"Pesan tanggal 10 baru dikirim tanggal 14 ,barang sampai tanggal 15 .respond lama",0,0,1,0,0,1,-,-,negatif,-,-,negatif
"Kondisi barang ada yang patah, dalam proses packing kurang diperhatikan dan tidak diberi bubble wrap sehingga ada bagian yang patah. Namun alangkah baiknya barang yang mudah pecah diberi bubble wrap agar aman.",0,1,0,1,0,0,-,negatif,-,negatif,-,-
"Barang bagus, packingnya juga tebel dan aman",0,1,0,1,0,0,-,positif,-,positif,-,-
"Ordernya kemarin tapi baru dikirim hari ini, slow respon chatnya, tapi barang sudah sampai, packing rapih, barang sesuai deskripsi..",1,0,1,1,0,0,positif,-,negatif,positif,-,-
bagus cuman merk bushnell nya gak ada di barangnya,1,1,0,0,0,0,negatif,positif,-,-,-,-
cepat......sip.....................,0,0,1,0,0,0,-,-,positif,-,-,-
kualitas kurang bagus .. Sudah 2x beli di sini untuk tipe j2 prime ini memang kurang bagus .. Posisi lem nya ga sesuai . Dan kurang lengket,0,1,0,0,0,0,-,negatif,-,-,-,-
Sesuwai pesanan mataff sukses terusss wat pelapk,1,0,0,0,0,0,positif,-,-,-,-,-
Lumayan dapat harga flash deal,0,0,0,0,1,0,-,-,-,-,positif,-
bahan bagus keren dah pokok nya,0,1,0,0,0,0,-,positif,-,-,-,-
beli 6.. baru cek 1.. sangat memuaskan,0,1,0,0,0,0,-,positif,-,-,-,-
"Barang tidak sesuai dg gambar & tipe smartphone, tidak ada lubang u/ fingerprint",1,0,0,0,0,0,negatif,-,-,-,-,-
tapi warna tidak sesuai permintaan minta gold dikasih pink,1,0,0,0,0,0,negatif,-,-,-,-,-
Barang bagus banget kualitas sangat baik..,0,1,0,0,0,0,-,positif,-,-,-,-
sesuai pesanan,1,0,0,0,0,0,positif,-,-,-,-,-
Keren lah mantap djiwaaaa aaaaaaaaaaaaaaaaaa,0,1,0,0,0,0,-,positif,-,-,-,-
Barang ok... Tapi respon terhadap pembeli lambat,0,1,1,0,0,0,-,positif,negatif,-,-,-
cantik bangat,0,1,0,0,0,0,-,positif,-,-,-,-
"Sebenarnya bagus, tpi krn packing kurang baik jadi ada bbrp bagian yg patah. Harusnya pakai kardus jgn bubble wrap saja. Apakah karena diskon flash sale? Lalu order dr tgl 25, baru dikirim tgl 30... apakah barangnya bru dibuat?",0,1,0,1,0,1,-,positif,-,negatif,-,negatif
Rada krg sesuai seperti talinya biasa dan gambar zoom & lumensnya ga seperti dgambar.. tp lumayan lah..,1,1,0,0,0,0,negatif,positif,-,-,-,-
bagus... bermanfaat. bahan adem,0,1,0,0,0,0,-,positif,-,-,-,-
Bagus dg hrga yg kaleng 2,0,1,0,0,1,0,-,positif,-,-,positif,-
"Sesuai gambar, bagusss tp blm dicoba hehehehe",1,1,0,0,0,0,positif,positif,-,-,-,-
"Respon cepat,packing jg baik. Recommended seller,thank you",0,0,1,1,0,0,-,-,positif,positif,-,-
Barang bagus sesuai akan tetapi packing kurang bagus dan kurang aman,1,1,0,1,0,0,positif,positif,-,negatif,-,-
"barang sesuai expetasi, packing aman, pengiriman oke, respon penjual oke.",1,0,1,1,0,1,positif,-,positif,positif,-,positif
barang sesuai dengan gambar,1,0,0,0,0,0,positif,-,-,-,-,-
"Barang Murmer, berfungsi dengan baik dan smoga awet",0,1,0,0,0,0,-,positif,-,-,-,-
lumayan buat nutup debu,0,1,0,0,0,0,-,positif,-,-,-,-
"Respon cepat , recommended seller.",0,0,1,0,0,0,-,-,positif,-,-,-
"Holdernya keras harga dan barangnya ngga sesuai, harganya lumayan mahal tp kok ada cacatnya abis ditarik utk masukin hp malah agak lecek Tetapi akan lebih baik jika lebih baik kalau holdernya memang yg masih berfungsi dg baik",0,1,0,0,1,0,-,negatif,-,-,negatif,-
"Pengiriman cepat, packing rapi. Memuaskan",0,0,0,1,0,1,-,-,-,positif,-,positif
Barang sdh diterima dgn baik dan bagus,0,1,0,0,0,0,-,positif,-,-,-,-
"baterai kualitas kurang bagus, ngedroppp . persen gak naik2 pas di charge, bikin restart sendiri...",0,1,0,0,0,0,-,negatif,-,-,-,-
Pengiriman cepat,0,0,0,0,0,1,-,-,-,-,-,positif
"Alhamdulillah setelah penantian, karena sempet menghilang ini paket, ketemu juga, anak saya langsung seneng...trima kasih BL terima kasob Hevi",0,1,0,0,0,0,-,positif,-,-,-,-
"barang cepet sampe, cuma 1 jam pengiriman dr grab langsung ke tangan saya... top buat pelayanan'a, top jga buat buat bang grab'a...",0,0,0,0,0,1,-,-,-,-,-,positif
Barang bagus sesuai pesanan,1,1,0,0,0,0,positif,positif,-,-,-,-
barang sudah sampai n sesuai pesanan,1,0,0,0,0,0,positif,-,-,-,-,-
bagus untuk harga yg terjangkau Namun akan lebih baik apabila spesifikasi produk lebih detail,1,1,0,0,0,0,negatif,positif,-,-,-,-
Barang sesuai deskripsi dan gambar,1,0,0,0,0,0,positif,-,-,-,-,-
"Pelapak ramah dan responsif, barang dikirim juga cepet sampai. Barang sesuai dengan harapan. Siip dah...",1,0,1,0,0,1,positif,-,positif,-,-,positif
"tidak sesuai dgn harga, tempered glass yg dikirim yg harga 7k. tipis. mudah pecah. not recomended Namun akan lebih baik apabila sesuai dgn harga",1,1,0,0,1,0,negatif,negatif,-,-,negatif,-
Barang ok banget,0,1,0,0,0,0,-,positif,-,-,-,-
"Barang oke, simple untuk di bawa k mana2",0,1,0,0,0,0,-,positif,-,-,-,-
slow respon..barangnya tidak sampai trnyata parah penipuan bngt..,0,0,1,0,0,0,-,-,negatif,-,-,-
=) respon cepat,0,0,1,0,0,0,-,-,positif,-,-,-
Lebih lengkap dari peralatan salon,0,1,0,0,0,0,-,positif,-,-,-,-
Mantap teropong mu bos. Gk kecewa la beli nya,0,1,0,0,0,0,-,positif,-,-,-,-
Barang sudah sampai n sesuai pesanan,1,0,0,0,0,0,positif,-,-,-,-,-
mendarat dengan aman,0,0,0,0,0,1,-,-,-,-,-,positif
"Saya pesan sekalian sama tatakan plat nomor, tapi packinganx gak dilapisi kardus, saya gak tw...saya buka sama cutter akhirx k cutter jaket saya..cz packinganx tatakan plat motor dikelilingi jaket jadix pas buka sm cutter,jaketx k gores :( barang bagus bgt n sesuai gambar. Cuma mohon pakinganx dilapisi kardus ya...thanks smg sukses",1,1,0,1,0,0,positif,positif,-,negatif,-,-
"Pngiriman cpt, respon tanggap.. cm barang beda dg yg foto display/etalase dri 4 pcs.. agak brmasalah 1 pcs.. next order lbih ditingkat kan lagi kualitasnya..",1,1,1,0,0,1,negatif,negatif,positif,-,-,positif
"Udah tea smua bagus, smoga aja awet ya ka",0,1,0,0,0,0,-,positif,-,-,-,-
Kerennn... Bahannya enak.. Ukuran pas banget,1,1,0,0,0,0,positif,positif,-,-,-,-
Saya puas aj utk pesanannya dan rekomended banget,0,1,0,0,0,0,-,positif,-,-,-,-
"Bagus,,bahan adem...besok beli lagi lah,,,,,,,,,,,,,,",0,1,0,0,0,0,-,positif,-,-,-,-
Barang sesuai pesanan...,1,0,0,0,0,0,positif,-,-,-,-,-
Barang ukuran tidak sesuai terlalu kecil,1,1,0,0,0,0,negatif,negatif,-,-,-,-
"Harganya murah,fungsi normal,cuma dari segi kualitas kurang memuaskan karena tidak presisi dengan ukuran aslinya,tolong untuk penjual beri keterangan bahwa ukurannya tidak sama persis dengan aslinya agar pembeli punya pertimbangan sebelum membeli",1,1,0,0,1,0,negatif,negatif,-,-,positif,-
"Packing bgus, sesuai dgn pesanan, cepat sampai... Trimakasih...",1,0,0,1,0,1,positif,-,-,positif,-,positif
Tidak sesuai dengan gambar barang yg dikirim,1,0,0,0,0,0,negatif,-,-,-,-,-
"Packing kurang baik, jadinya patah",0,1,0,1,0,0,-,negatif,-,negatif,-,-
"Sesuai dengan yang di gambar, dan respon baik",1,0,1,0,0,0,positif,-,positif,-,-,-
"Barangnya mantap,keren dan bagus",0,1,0,0,0,0,-,positif,-,-,-,-
Barang sesuai deskripsi. Packing rapi. Recommended!,1,0,0,1,0,0,positif,-,-,positif,-,-
Barang sesuai pesanan dan cpt sampai,1,0,0,0,0,1,positif,-,-,-,-,positif
Oke barang udah sampai warna sesuai pesanan.. terima kasih..,1,0,0,0,0,0,positif,-,-,-,-,-
"barangnya beda sama yg di gambar, slow respon",1,0,1,0,0,0,negatif,-,negatif,-,-,-
Casenya Bener2 pas dan Presisi sesuai keinginan! Terima kasih,1,0,0,0,0,0,positif,-,-,-,-,-
"baru dipake beberapa hari udah ngedrop parah, sory cuman bisa ngasih bintang 2..",0,1,0,0,0,0,-,negatif,-,-,-,-
"Barang sudah diterima, sesuai spek, pengiriman cepat, respon chat cepat",1,0,1,0,0,1,positif,-,positif,-,-,positif
Berfungsi sebagaimana mestinya baik untuk pengisian daya maupun transfer data dari perangkat ke PC atau Laptop,0,1,0,0,0,0,-,positif,-,-,-,-
bagus sih tp kalau diliat kurang enak,0,1,0,0,0,0,-,negatif,-,-,-,-
Bagus dan pas d hp cocok peniriman lumayan cpt,0,1,0,0,0,1,-,positif,-,-,-,positif
"Sangat bermanfaat, ekonomis dan tidak makan banyak tempat, mudah dibawa kalau lupa bawa baju koko ada rosal yang bisa menutup aurat jika sedang shalat, sukses terus, barakallahu fiikum",0,1,0,0,0,0,-,positif,-,-,-,-
Ok...... Seusai yang diharapkan..... Suara.. Cukup jelas stereo nya..... Hanya belum dites batre tahan berapa lama... Thx,1,1,0,0,0,0,positif,positif,-,-,-,-
Barang oke..sesuai deskripsi...dpt harga murah pas flash sale,1,1,0,0,1,0,positif,positif,-,-,positif,-
Barang rusak nihnih keknya soalnya di coba buat ngecas gak ada arusnya....,0,1,0,0,0,0,-,negatif,-,-,-,-
"harga sangat kompetitif, dengan kualitas baik.fungsi kompatibel.",0,1,0,0,1,0,-,positif,-,-,positif,-
"Kualitas barang bagus, sesuai harapan",1,1,0,0,0,0,positif,positif,-,-,-,-
"Joos barang bagus nrmal semoga awet dipakai, respon perjual cepat.",0,1,1,0,0,0,-,positif,positif,-,-,-
"Barang sdh sampai, respon cepet banget, semoga barang sesuai harapan ketika digunakan",0,0,1,0,0,0,-,-,positif,-,-,-
"kualitas jelek, 3 hari dipakai rusak Namun akan lebih baik apabila barang tidak dijual di bukalapak",0,1,0,0,0,0,-,negatif,-,-,-,-
"Barang sesuai hati,trimakasih,bukalapak,,,",1,0,0,0,0,0,positif,-,-,-,-,-
"Ternyata barang nya kecil,, sebesar ibu jari,, saya kira besar,,",1,0,0,0,0,0,negatif,-,-,-,-,-
Barang sesuai pesanan.. mantap gan,1,0,0,0,0,0,positif,-,-,-,-,-
Oke tpi sayang kualitas kurang bagus dan ring tidak kuat menahan hp,0,1,0,0,0,0,-,negatif,-,-,-,-
Puas barang sesuai gambar proses pengiriman cepat,1,1,0,0,0,1,positif,positif,-,-,-,positif
sesuai dgn deskripsi,1,0,0,0,0,0,positif,-,-,-,-,-
Cepat sampai bagusmaaaaaaaaaaannntaaaaaaaaaaapp,0,0,0,0,0,1,-,-,-,-,-,positif
Warna gx sesuai request...overall gpp lah...yg pnting fungsi...thanks,1,0,0,0,0,0,negatif,-,-,-,-,-
"Barang sdh di terima dan Ori jg mantap ni sdh orderan yg ke 2X dgn beberap barang yg kita beli dan tetap No 1 Jaminan Ok , BEST & TOP RECOMMEND SELLER",0,1,0,0,0,0,-,positif,-,-,-,-
Barang sudah saya terima dengan baik dan sesuai dengan permintaan,1,0,0,0,0,0,positif,-,-,-,-,-
Barang sesuai dengan gambar,1,0,0,0,0,0,positif,-,-,-,-,-
Mksh mantul..fungsi kualitas harga ..insyaalla beli yg merah nyah!!,0,1,0,0,1,0,-,positif,-,-,positif,-
"Barang sudah diterima dengan baik, kemasan oke.",0,0,0,1,0,0,-,-,-,positif,-,-
Saya tidak suka......Tidak sesuai yg di omongkan...tidak ke support hp ke headset,1,0,0,0,0,0,negatif,-,-,-,-,-
"Barang cepat sampai, mantap bang",0,0,0,0,0,1,-,-,-,-,-,positif
Sesuai dengan pesanan mantap gan,1,0,0,0,0,0,positif,-,-,-,-,-
cuma pengirimannya terlalu lama,0,0,0,0,0,1,-,-,-,-,-,negatif
cepat dan packing ok.. thx eugenia fortunate,0,0,0,1,0,1,-,-,-,positif,-,positif
barang rusak dalam 3x 24 jam pemakaian,0,1,0,0,0,0,-,negatif,-,-,-,-
Terima kasihh sudah mengirimkan paket dengan aman sampai tujuan..isi pake bagus..sesuai ekspektasi..bintang 5 layak untuk ini seller..,1,1,0,0,0,0,positif,positif,-,-,-,-
Crayon berkualitas.. Dpt harga promo lagi.. Thanks,0,1,0,0,1,0,-,positif,-,-,positif,-
semua saya suka tp pengirimannya lama.. Namun akan lebih baik apabila ...,0,1,0,0,0,1,-,positif,-,-,-,negatif
sejau ini ok ga ad kendala. cepet jg penuhnya,0,1,0,0,0,0,-,positif,-,-,-,-
"Beneran bre.... pake ini air maindi ane yang dulunya kunig ada partikelnya jadi jernih, bening kayak neng Raisa",0,1,0,0,0,0,-,positif,-,-,-,-
kualitas harga fungsi produk the bestlah,0,1,0,0,1,0,-,positif,-,-,positif,-
"Baranhny top sekali lah, sy bli pas flash deal, barang bgni ad tempatnya pula, cmn dgn harga sgtu mahhh... Dah lah the best pokoknya!!! Hanya pengiriman sj d tingkatkan, barang sndiri berbanding harga udh sangat jos lah buat saya. No komplain pokokny.",0,1,0,0,1,1,-,positif,-,-,positif,negatif
lumayan... barang bagus sesuai harga...,0,1,0,0,1,0,-,positif,-,-,positif,-
"Maaf... Ada cacat fisik. Bagaimana ini? Pengiriman agak telat, tidak sesuai yang saya harapkan. Akhirnya tidak bisa saya pakai di kampung, karena keburu mudik.",1,1,0,0,0,1,negatif,negatif,-,-,-,negatif
Sesuai pesanan... next order disini lg,1,0,0,0,0,0,positif,-,-,-,-,-
Tak mudah cari batere Note 4 ini krn banyak yg bilang original. HERAN! Original kok murah! Tes seharian dan sangat memuaskan. Beli krn ada jaminan kl ndak ori bisa retur. Thanks,0,1,0,0,0,0,-,positif,-,-,-,-
"barang sesuai pesanan, respon lambat",1,0,1,0,0,0,positif,-,negatif,-,-,-
Barang tidak sesuai connectornya tidak lengkap. Jadi tidak bisa dipakai....percuma beli.,1,0,0,0,0,0,negatif,-,-,-,-,-
"Rapi, tpi cuma dibungkus pakai plastik doang, klau buat hasil nya blm tau, masih dicoba",0,0,0,1,0,0,-,-,-,positif,-,-
Barang sesuai dengan pesanan thx,1,0,0,0,0,0,positif,-,-,-,-,-
Gara* 1 barang rusak.......nnnnjjjj,0,1,0,0,0,0,-,negatif,-,-,-,-
Mantappppp,0,1,0,0,0,0,-,positif,-,-,-,-
Barang sudah diterima.bagus bahan jersey,0,1,0,0,0,0,-,positif,-,-,-,-
"Kibod ini sy pasang di laptop Zyrex tapi sesuai banget, No Problem. Tks",1,0,0,0,0,0,positif,-,-,-,-,-
berfungsi dgn baik... semoga awet.,0,1,0,0,0,0,-,positif,-,-,-,-
Barang sesuai pesanan dan packing pun bagus,1,0,0,1,0,0,positif,-,-,positif,-,-
bagus barangnya. cepat sampai.....,0,1,0,0,0,1,-,positif,-,-,-,positif
Barang rusak pas saya coba gak bisa buat cas k'hp...,0,1,0,0,0,0,-,negatif,-,-,-,-
"Semua bagus (harga, kecepatan pengiriman, respon penjual smua bagus) Kec packing kurang, Kedepan klo ane pesan lagi, shiping label nya alamt sajanya gan yg di cetak (tdk dgn nama barang) soalnya alamatnya kantor.",0,1,1,1,1,1,-,positif,positif,negatif,positif,positif
"Sesuai pesanan, terimakasih.....",1,0,0,0,0,0,positif,-,-,-,-,-
Barang yang saya terima buka cool cold tapi merk taffware.. Harga mahal claim original cool cold mohon di ganti gambarnya karna di lapak sebelah ada yg lebih murah.namun taffware,1,1,0,0,1,0,negatif,negatif,-,-,negatif,-
"Barang sesuai pesanan, packingnya minus box, overall good",1,0,0,1,0,0,positif,-,-,negatif,-,-
"Saya suka, mahal dikit tapi bagus banget",0,1,0,0,1,0,-,positif,-,-,negatif,-
Mantap bisa di sesuaikan,1,1,0,0,0,0,positif,positif,-,-,-,-
"Penjual ramah,, belum tes,, lg keluar kota gan,, terimakasih",0,0,1,0,0,0,-,-,positif,-,-,-
Seller Fast respons.. produk lumyan..sesuai sama harga...mantull,0,1,1,0,1,0,-,positif,positif,-,positif,-
"Kompor bagus, tapi ada kekurangan sedikit dibagian dudukan gas dimana gas susah untuk dipasangkan.",0,1,0,0,0,0,-,negatif,-,-,-,-
"Barang original, pokoknya mantap deh. terim kasih seller",0,1,0,0,0,0,-,positif,-,-,-,-
Bagus banget set alat makannya.. adminnya juga ramah baik banget dan sangat bertanggung jawab top markotop sukaaa sukaa sukaa,0,1,1,0,0,0,-,positif,positif,-,-,-
Suka banget. Dikemas dengan sangat aman dan produk sangat sesuai deskripsi.,1,1,0,1,0,0,positif,positif,-,positif,-,-
"biarkan bintang yang berbicara ,pokok nya barang keren sangat, pengiriman cepat ,respon pelapak cepat dan friendly. recommended !!! tingkatkan pelayanan lg gan , sukses slalu .tq",0,1,1,0,0,1,-,positif,positif,-,-,positif
Barang sesuai harga. Tapi packing buruk. Lama sampainya,0,1,0,1,1,1,-,positif,-,negatif,positif,negatif
Warna tidak sesuai apa yang diinginkan,1,0,0,0,0,0,negatif,-,-,-,-,-
"Agak lama sampai nya,hampir 5 hari",0,0,0,0,0,1,-,-,-,-,-,negatif
"Pas diterima barang rusak 1,harusnya dicek dulu sebelum dikirim",0,1,0,0,0,0,-,negatif,-,-,-,-
"Produk patah, tidak kokoh, packing buruk",0,1,0,1,0,0,-,negatif,-,negatif,-,-
"Alhamdulilah pisau cukurnya bagus dan baik,barang sesuai dengan gambar. Respon pelapak cepat dan barang cepat sampai.",1,1,1,0,0,1,positif,positif,positif,-,-,positif
Barang sesuai pesanan mantap lah,1,0,0,0,0,0,positif,-,-,-,-,-
"Kualitas bgus brang sesuai psanan, dri sego packing kurang puas pengiriman lambat telat 5 hri sya kecwa...",1,1,0,1,0,1,positif,positif,-,negatif,-,negatif
lumayan Namun akan lebih baik apabila sesuai harga,0,0,0,0,1,0,-,-,-,-,negatif,-
"sesuai deskripsi di lapak, harga termasuk murah",1,0,0,0,1,0,positif,-,-,-,positif,-
"kualitas ok, tp warna tidak sesuai pesanan...",1,1,0,0,0,0,negatif,positif,-,-,-,-
Puas cepat sampai mudah2an bermanfaat,0,1,0,0,0,1,-,positif,-,-,-,positif
"Suara pecah, bass kurang, suara terlalu kecil, kualitas kurang bagus",0,1,0,0,0,0,-,negatif,-,-,-,-
barang yang di terima sesuai pesanan dan respon pelapak baik,1,0,1,0,0,0,positif,-,positif,-,-,-
"Jangan ragu blanja disini, semw bs dibicarakan dgn baik, packing rapi, charger br dipakai termasuk fast charging",0,1,1,1,0,0,-,positif,positif,positif,-,-
Barang berfungsi.. Tpi tampilan nya ngeblur.. Tidak sesuai dngn judul nya yg full hd 1080p,1,0,0,0,0,0,negatif,-,-,-,-,-
"Lampu ini penggunaannya praktis, portable, bahan plastiknya juga tebal, cocok dibawa untuk kegiatan outdoor.",0,1,0,0,0,0,-,positif,-,-,-,-
"barang tidak sesuai dgn foto dan harga. utk brg yg sama, banyak pilihan lain yg harganya jauh lebih murah sekitar 18ribuan. next time mungkin lebih jujur pasang fotonya.",1,0,0,0,1,0,negatif,-,-,-,negatif,-
"Barang tidak sesuai deskripsi. Ukuran nya kecil, tidak sesuai deskripsi.",1,0,0,0,0,0,negatif,-,-,-,-,-
barang sudah saya kembalikan karena pengiriman barang tidak sesuai pada ikan. seharusnya TRIPOD WEIFENG WT 3110A tetapi yang dikirim type 3111 terima kasih bukalapak atas bantuannya.,1,0,0,0,0,0,negatif,-,-,-,-,-
kualitas keren fungsi bagus harga terjangkauproduk waw,0,1,0,0,1,0,-,positif,-,-,positif,-
"Ternyata batre nya bukan batre charger ulang, dan kondisi berkarat",1,1,0,0,0,0,negatif,negatif,-,-,-,-
senter bagus,0,1,0,0,0,0,-,positif,-,-,-,-
bahannya halus nyaman di pakai,0,1,0,0,0,0,-,positif,-,-,-,-
Packing cepat barang bagus recomended seller,0,1,0,0,0,1,-,positif,-,-,-,positif
Bagus.. Packing bagus..,0,1,0,1,0,0,-,positif,-,positif,-,-
Barang rusak dikirim tolol apa gimana ni,0,1,0,0,0,0,-,negatif,-,-,-,-
"bagian itemnya gak sesuai lebar layar, layar jadi kelihatan lebih sempit gk dipake mubazir yaudahlah",1,0,0,0,0,0,negatif,-,-,-,-,-
Warnanya gak bs d request sm customer. Isi obengnya gak ada di kemasan.,1,0,0,0,0,0,negatif,-,-,-,-,-
Barang sudah diterima tapi lambat.....,0,0,0,0,0,1,-,-,-,-,-,negatif
"Sesuai deskripsi, pengisian cepat....",1,1,0,0,0,0,positif,positif,-,-,-,-
Sebenernya mau cari micro sd 64 gb yg 100mb/s tapi taunya setelah transfer dikasih tau sama pelapak cuman 80mb/s kecewa sih . Buat pelapak tolong di edit lagi barang jualan nya ya!,0,0,1,0,0,0,-,-,negatif,-,-,-
"mantaps pollllll, sesuai harapan bro",1,1,0,0,0,0,positif,positif,-,-,-,-
respon cepat dan barang kualitas bagus,0,1,1,0,0,0,-,positif,positif,-,-,-
"Barang oke bgt, cman pengirimannya aja yg lama",0,1,0,0,0,1,-,positif,-,-,-,negatif
Ternyata barang pas sesuwai pesana walau lama datangnya tapi hasil memuaskan banget mantap penjual ramah juga asik.jadi jngan mikir lagi order lngsung bintang full!!!!,1,1,1,0,0,1,positif,positif,positif,-,-,negatif
"Trims Charger bekerja dengan baik, pengiriman cepat",0,1,0,0,0,1,-,positif,-,-,-,positif
"Barang bagus, ori, mudah2an awet gak ada kendala. Respon pelapak juga cepat",0,1,1,0,0,0,-,positif,positif,-,-,-
"Respon sopan,kain halus,sesuailah",0,1,1,0,0,0,-,positif,positif,-,-,-
"Saya kira 100% original, ternyata... Finishinghya tidak presisi jadi kelihatan buruknya, tp smg awet dan tidak merusak macbook saya",0,1,0,0,0,0,-,negatif,-,-,-,-
"Bagus, barang sesuai pesanan dan packing rapi",1,1,0,1,0,0,positif,positif,-,positif,-,-
Batre kekecilan..gambar tidak sesuai jauh dari kata original tidak sesuai judul,1,1,0,0,0,0,negatif,negatif,-,-,-,-
pasang di redmi note 7 saya gk presisi.. Mgkn sy lagi apes jg...,1,0,0,0,0,0,negatif,-,-,-,-,-
thank gan barang sesuai,1,0,0,0,0,0,positif,-,-,-,-,-
Mantap barang sesuai instruksi pelapak.mksh,1,0,0,0,0,0,positif,-,-,-,-,-
sesuai deskripsi,1,0,0,0,0,0,positif,-,-,-,-,-
Slow respon Namun akan lebih baik apabila lebih cepat lg ya,0,0,1,0,0,0,-,-,negatif,-,-,-
Barang datang sesuai pesanan dan tidak cacat...,1,1,0,0,0,0,positif,positif,-,-,-,-
Barang bagus tapi warna tidak sesuai alangkah lebih baik hubungi buyer agar mengganti warna..,1,1,0,0,0,0,negatif,positif,-,-,-,-
"barang sesuiai pesanan ,saya mau coba pasangkn dulu sesuai apa tidk di hp ...tar tambah bintang lg klw pas dan bagus",1,0,0,0,0,0,positif,-,-,-,-,-
"Barang bagus, moga saja awet",0,1,0,0,0,0,-,positif,-,-,-,-
sesuai dengan foto dan berfungsi baik,1,0,0,0,0,0,positif,-,-,-,-,-
"kirain tebel agak keras kaya di gambar, ternyata lembek, tapi so far so good lah",1,0,0,0,0,0,negatif,-,-,-,-,-
Barang pesanan cepat sampai; sesuai pesanan. Soal kualitas blm tahu krn baru mulai dipakai tapi semoga saja bagus.,1,0,0,0,0,1,positif,-,-,-,-,positif
"Barangnya bagus kami sangat suka, makasih gojap",0,1,0,0,0,0,-,positif,-,-,-,-
"Bahan bagus, adem sesuai foto.. Trmksh...",1,1,0,0,0,0,positif,positif,-,-,-,-
Pesanan sesuai dan pelayanan cepat. Terima kasih,1,0,1,0,0,0,positif,-,positif,-,-,-
Kualitas barang jelek. Baru satu kali pakai sdh rusak alatnya karena baterainya sempat jatuh dan sulit dipasang lagi!!!,0,1,0,0,0,0,-,negatif,-,-,-,-
Suka banget suaranya ngebass top banget dah,0,1,0,0,0,0,-,positif,-,-,-,-
"Sesuai pesanan, terima kasih Bukalapak dan seller",1,0,0,0,0,0,positif,-,-,-,-,-
Bagus sesuai pesanan jakarta - karawang 1 hari,1,1,0,0,0,0,positif,positif,-,-,-,-
bagusss bgt.puass..rekomended,0,1,0,0,0,0,-,positif,-,-,-,-
Salut buat expedisi nya juga hari Minggu tetep kirim barang. Barang safety banget buble wrap nya tebel. Saya pernah beli hp di Bukalapak buble wrap nya ga setebal ini. Joss lah buat pelapak,0,0,0,1,0,1,-,-,-,positif,-,positif
"Barang bagus, cepat sampai nya",0,1,0,0,0,1,-,positif,-,-,-,positif
"works flawlessly, easy installation",0,1,0,0,0,0,-,positif,-,-,-,-
"Barang sesuai pesanan, cepat sampai",1,0,0,0,0,1,positif,-,-,-,-,positif
Barang sesuai iklan,1,0,0,0,0,0,positif,-,-,-,-,-
